id,cement,slag,ash,water,superplastic,coarseagg,fineagg,age,strength
A933,427.5,47.5,0,228,0,932,594,270,43.01
A934,427.5,47.5,0,228,0,932,594,365,43.7
A935,436,0,0,218,0,838.4,719.7,28,23.85
A936,439,177,0,186,11.1,884.9,707.9,3,39.3
A937,439,177,0,186,11.1,884.9,707.9,7,56.1
A938,439,177,0,186,11.1,884.9,707.9,28,66
A939,439,177,0,186,11.1,884.9,707.9,56,71.7
A940,439,177,0,186,11.1,884.9,707.9,91,73.3
A941,446,24,79,162,11.6,967,712,3,35.36
A942,446,24,79,162,11.6,967,712,3,23.35
A943,446,24,79,162,11.6,967,712,3,25.02
A944,446,24,79,162,11.6,967,712,7,39.3
A945,446,24,79,162,11.6,967,712,7,38.02
A946,446,24,79,162,11.6,967,712,7,52.01
A947,446,24,79,162,11.6,967,712,28,44.42
A948,446,24,79,162,11.6,967,712,28,57.03
A949,446,24,79,162,10.3,967,712,28,53.39
A950,446,24,79,162,11.6,967,712,28,51.02
A951,446,24,79,162,11.6,967,712,56,61.07
A952,446,24,79,162,11.6,967,712,56,56.14
A953,446,24,79,162,11.6,967,712,56,55.25
A954,446,24,79,162,10.3,967,712,56,54.77
A955,450.1,50,0,200,3,1124.4,613.2,28,39.38
A956,451,0,0,165,11.3,1030,745,28,78.8
A957,469,117.2,0,137.8,32.2,852.1,840.5,3,40.2
A958,469,117.2,0,137.8,32.2,852.1,840.5,7,54.9
A959,469,117.2,0,137.8,32.2,852.1,840.5,28,66.9
A960,469,117.2,0,137.8,32.2,852.1,840.5,56,69.3
A961,469,117.2,0,137.8,32.2,852.1,840.5,91,70.7
A962,475,118.8,0,181.1,8.9,852.1,781.5,3,37.8
A963,475,0,0,228,0,932,594,7,38.6
A964,475,118.8,0,181.1,8.9,852.1,781.5,7,55.6
A965,475,0,0,228,0,932,594,28,39.29
A966,475,0,59,142,1.9,1098,641,28,57.23
A967,475,0,0,162,9.5,1044,662,28,58.52
A968,475,118.8,0,181.1,8.9,852.1,781.5,28,68.3
A969,475,118.8,0,181.1,8.9,852.1,781.5,56,72.3
A970,475,0,0,228,0,932,594,90,42.23
A971,475,118.8,0,181.1,8.9,852.1,781.5,91,74.19
A972,475,0,0,228,0,932,594,180,42.62
A973,475,0,0,228,0,932,594,270,42.13
A974,475,0,0,228,0,932,594,365,41.93
A975,480,0,0,192,0,936,721,3,24.39
A976,480,0,0,192,0,936.2,712.2,3,24.4
A977,480,0,0,192,0,936.2,712.2,7,34.57
A978,480,0,0,192,0,936.2,712.2,28,43.94
A979,480,0,0,192,0,936,721,28,43.89
A980,480,0,0,192,0,936.2,712.2,90,54.32
A981,480,0,0,192,0,936,721,90,54.28
A982,485,0,0,146,0,1120,800,28,71.99
A983,491,26,123,201,3.9,822,699,3,29.55
A984,491,26,123,210,3.9,882,699,3,25.61
A985,491,26,123,201,3.9,822,699,7,37.92
A986,491,26,123,210,3.9,882,699,7,33.49
A987,491,26,123,210,3.9,882,699,28,55.55
A988,491,26,123,201,3.9,822,699,28,57.92
A989,491,26,123,201,3.9,822,699,56,61.86
A990,491,26,123,210,3.9,882,699,56,59.59
A991,500,0,0,200,0,1125,613,1,12.64
A992,500,0,0,200,0,1125,613,3,26.06
A993,500,0,0,200,0,1125,613,7,33.21
A994,500,0,0,200,0,1125,613,14,36.94
A995,500,0,0,140,4,966,853,28,67.57
A996,500,0,0,151,9,1033,655,28,69.84
A997,500,0,0,200,0,1125,613,28,44.09
A998,500,0,0,200,0,1125,613,90,47.22
A999,500,0,0,200,0,1125,613,180,51.04
A1000,500,0,0,200,0,1125,613,270,55.16
A1001,500.1,0,0,200,3,1124.4,613.2,28,44.13
A1002,505,0,60,195,0,1030,630,28,64.02
A1003,516,0,0,162,8.3,801,802,28,41.37
A1004,516,0,0,162,8.2,801,802,28,41.37
A1005,520,0,0,170,5.2,855,855,28,60.28
A1006,520,0,0,175,5.2,870,805,28,51.02
A1007,522,0,0,146,0,896,896,7,50.51
A1008,522,0,0,146,0,896,896,28,74.99
A1009,525,0,0,189,0,1125,613,3,33.8
A1010,525,0,0,189,0,1125,613,7,42.42
A1011,525,0,0,189,0,1125,613,14,48.4
A1012,525,0,0,189,0,1125,613,28,55.94
A1013,525,0,0,189,0,1125,613,90,58.78
A1014,525,0,0,189,0,1125,613,180,61.92
A1015,525,0,0,189,0,1125,613,270,67.11
A1016,528,0,0,185,6.9,920,720,28,56.83
A1017,531.3,0,0,141.8,28.2,852.1,893.7,3,41.3
A1018,531.3,0,0,141.8,28.2,852.1,893.7,7,46.9
A1019,531.3,0,0,141.8,28.2,852.1,893.7,28,56.4
A1020,531.3,0,0,141.8,28.2,852.1,893.7,56,58.8
A1021,531.3,0,0,141.8,28.2,852.1,893.7,91,59.2
A1022,540,0,0,173,0,1125,613,3,41.64
A1023,540,0,0,173,0,1125,613,7,52.61
A1024,540,0,0,173,0,1125,613,14,59.76
A1025,540,0,0,162,2.5,1055,676,28,61.89
A1026,540,0,0,162,2.5,1040,676,28,79.99
A1027,540,0,0,173,0,1125,613,28,67.31
A1028,540,0,0,173,0,1125,613,90,69.66
A1029,540,0,0,173,0,1125,613,180,71.62
A1030,540,0,0,173,0,1125,613,270,74.17
